1632,Violence1,4
1632,Violence2,33
0134,Property_crime,22
0134,Sexua_harassment,2
0134,Violence2,13
1344,Property_crime,55
1344,Sexua_harassment,10
1344,Violence2,32
0124,Property_crime,39
0124,Sexua_harassment,1
0124,Violence1,2
0124,Violence2,10
0933,Property_crime,14
0933,Sexua_harassment,3
0933,Violence1,
0933,Violence2,12
0116,Property_crime,52
0116,Sexua_harassment,4
0116,Violence1,1
0116,Violence2,37
1622,Property_crime,63
1622,Sexua_harassment,1
1622,Violence2,24
0924,Property_crime,111
0924,Sexua_harassment,8
0924,Violence1,1
0924,Violence2,42
0832,Property_crime,59
0832,Sexua_harassment,2
0832,Violence1,
0832,Violence2,22
1641,Property_crime,35
1641,Sexua_harassment,3
1641,Violence1,
1641,Violence2,21
2514,Property_crime,73
2514,Sexua_harassment,3
2514,Violence1,2
2514,Violence2,51
1013,Property_crime,56
1013,Sexua_harassment,1
1013,Violence1,
1013,Violence2,8
0523,Property_crime,66
0523,Sexua_harassment,3
0523,Violence1,
0523,Violence2,22
0863,Property_crime,71
0863,Sexua_harassment,1
0863,Violence2,7
1134,Property_crime,19
1134,Sexua_harassment,
1134,Violence2,5
0833,Property_crime,54
0833,Sexua_harassment,5
0833,Violence1,
0833,Violence2,26
0421,Property_crime,59
0421,Sexua_harassment,9
0421,Violence1,
0421,Violence2,24
0812,Property_crime,130
0812,Sexua_harassment,3
0812,Violence1,10
0812,Violence2,57
0848,Property_crime,282
0848,Sexua_harassment,15
0848,Violence1,
0848,Violence2,108
2613,Property_crime,143
2613,Sexua_harassment,1
2613,Violence1,89
2613,Violence2,104
1314,Property_crime,83
1314,Sexua_harassment,8
1314,Violence1,
1314,Violence2,25
1114,Property_crime,11
1114,Sexua_harassment,
1114,Violence1,
1114,Violence2,7
1354,Property_crime,30
1354,Sexua_harassment,
1354,Violence1,1
1354,Violence2,10
1333,Property_crime,43
1333,Sexua_harassment,
1333,Violence2,7
1213,Property_crime,57
1213,Sexua_harassment,3
1213,Violence1,1
1213,Violence2,24
1015,Property_crime,61
1015,Sexua_harassment,5
1015,Violence1,
1015,Violence2,20
0843,Property_crime,193
0843,Sexua_harassment,6
0843,Violence1,5
0843,Violence2,96
1222,Property_crime,42
1222,Sexua_harassment,3
1222,Violence2,8
1021,Property_crime,75
1021,Sexua_harassment,2
1021,Violence1,2
1021,Violence2,21
1121,Property_crime,17
1121,Sexua_harassment,
1121,Violence2,9
1133,Property_crime,19
1133,Sexua_harassment,
1133,Violence2,14
1643,Property_crime,20
1643,Sexua_harassment,
1643,Violence1,1
1643,Violence2,14
1217,Property_crime,49
1217,Sexua_harassment,
1217,Violence2,22
0835,Property_crime,24
0835,Sexua_harassment,6
0835,Violence1,1
0835,Violence2,11
2213,Property_crime,38
2213,Sexua_harassment,1
2213,Violence1,3
2213,Violence2,32
2311,Property_crime,108
2311,Sexua_harassment,8
2311,Violence1,107
2311,Violence2,112
1022,Property_crime,26
1022,Sexua_harassment,1
1022,Violence2,1
1621,Property_crime,4
1621,Sexua_harassment,
1621,Violence1,
1621,Violence2,3
1033,Property_crime,9
1033,Sexua_harassment,2
1033,Violence2,3
1642,Property_crime,20
1642,Sexua_harassment,2
1642,Violence2,12
0852,Property_crime,19
0852,Sexua_harassment,2
0852,Violence2,11
2512,Property_crime,106
2512,Sexua_harassment,4
2512,Violence1,6
2512,Violence2,43
1216,Property_crime,49
1216,Sexua_harassment,2
1216,Violence2,14
1144,Property_crime,31
1144,Sexua_harassment,
1144,Violence2,14
0851,Property_crime,17
0851,Sexua_harassment,2
0851,Violence2,2
1624,Property_crime,47
1624,Sexua_harassment,
1624,Violence1,3
1624,Violence2,14
0122,Property_crime,58
0122,Sexua_harassment,2
0122,Violence1,4
0122,Violence2,25
1346,Property_crime,37
1346,Sexua_harassment,1
1346,Violence2,10
1215,Property_crime,72
1215,Sexua_harassment,7
1215,Violence2,39
0431,Property_crime,43
0431,Sexua_harassment,2
0431,Violence1,
0431,Violence2,17
1044,Property_crime,20
1044,Sexua_harassment,
1044,Violence2,7
0132,Property_crime,38
0132,Sexua_harassment,
0132,Violence1,1
0132,Violence2,11
1322,Property_crime,82
1322,Sexua_harassment,3
1322,Violence1,1
1322,Violence2,13
0922,Property_crime,51
0922,Sexua_harassment,4
0922,Violence1,1
0922,Violence2,20
1124,Property_crime,38
1124,Sexua_harassment,3
1124,Violence2,11
0514,Property_crime,21
0514,Sexua_harassment,2
0514,Violence2,8
2911,Property_crime,97
2911,Sexua_harassment,6
2911,Violence1,6
2911,Violence2,49
0854,Property_crime,22
0854,Sexua_harassment,1
0854,Violence1,1
0854,Violence2,12
0864,Property_crime,88
0864,Sexua_harassment,2
0864,Violence1,
0864,Violence2,9
2513,Property_crime,56
2513,Sexua_harassment,1
2513,Violence1,4
2513,Violence2,20
1141,Property_crime,54
1141,Sexua_harassment,2
1141,Violence2,33
0923,Property_crime,36
0923,Sexua_harassment,4
0923,Violence1,1
0923,Violence2,15
0934,Property_crime,10
0934,Violence2,3
1011,Property_crime,61
1011,Sexua_harassment,1
1011,Violence2,10
0531,Property_crime,58
0531,Sexua_harassment,2
0531,Violence1,3
0531,Violence2,13
1321,Property_crime,67
1321,Sexua_harassment,3
1321,Violence1,1
1321,Violence2,10
0135,Property_crime,52
0135,Sexua_harassment,3
0135,Violence1,
0135,Violence2,11
0413,Property_crime,23
0413,Sexua_harassment,1
0413,Violence2,5
1342,Property_crime,46
1342,Sexua_harassment,1
1342,Violence1,1
1342,Violence2,16
1352,Property_crime,50
1352,Sexua_harassment,
1352,Violence2,9
0121,Property_crime,60
0121,Sexua_harassment,1
0121,Violence1,12
0121,Violence2,18
0435,Property_crime,27
0435,Sexua_harassment,3
0435,Violence1,
0435,Violence2,10
0834,Property_crime,25
0834,Sexua_harassment,2
0834,Violence2,13
0857,Property_crime,31
0857,Sexua_harassment,3
0857,Violence2,9
0425,Property_crime,12
0425,Sexua_harassment,2
0425,Violence1,
0425,Violence2,11
0532,Property_crime,37
0532,Sexua_harassment,3
0532,Violence1,4
0532,Violence2,30
1313,Property_crime,44
1313,Sexua_harassment,
1313,Violence1,
1313,Violence2,14
0825,Property_crime,46
0825,Sexua_harassment,2
0825,Violence1,3
0825,Violence2,22
0434,Property_crime,22
0434,Sexua_harassment,2
0434,Violence1,
0434,Violence2,22
1223,Property_crime,53
1223,Sexua_harassment,3
1223,Violence2,6
1211,Property_crime,78
1211,Sexua_harassment,5
1211,Violence2,30
0422,Property_crime,19
0422,Property_crime,1
0422,Sexua_harassment,1
0422,Sexua_harassment,
0422,Sexua_harassment,1
0422,Violence2,9
0824,Property_crime,75
0824,Sexua_harassment,9
0824,Violence1,2
0824,Violence2,46
0542,Property_crime,44
0542,Sexua_harassment,1
0542,Violence2,5
2212,Property_crime,87
2212,Sexua_harassment,5
2212,Violence1,6
2212,Violence2,73
1012,Property_crime,56
1012,Sexua_harassment,3
1012,Violence1,
1012,Violence2,23
0114,Property_crime,46
0114,Sexua_harassment,5
0114,Violence1,1
0114,Violence2,22
0111,Property_crime,12
0111,Sexua_harassment,1
0111,Violence2,2
1042,Property_crime,16
1042,Sexua_harassment,1
1042,Violence2,2
0856,Property_crime,14
0856,Sexua_harassment,1
0856,Violence2,7
0862,Property_crime,36
0862,Sexua_harassment,
0862,Violence1,
0862,Violence2,2
1335,Property_crime,89
1335,Sexua_harassment,4
1335,Violence2,31
1131,Property_crime,49
1131,Sexua_harassment,2
1131,Violence1,
1131,Violence2,27
0113,Property_crime,17
0113,Sexua_harassment,
0113,Violence1,
0113,Violence2,12
1146,Property_crime,138
1146,Sexua_harassment,5
1146,Violence1,2
1146,Violence2,41
0515,Property_crime,32
0515,Sexua_harassment,1
0515,Violence2,18
1343,Property_crime,30
1343,Sexua_harassment,
1343,Violence1,11
1343,Violence2,7
0426,Property_crime,7
0426,Sexua_harassment,2
0426,Violence1,
0426,Violence2,5
1132,Property_crime,48
1132,Sexua_harassment,2
1132,Violence1,
1132,Violence2,28
0855,Property_crime,30
0855,Sexua_harassment,
0855,Violence2,9
0133,Property_crime,31
0133,Sexua_harassment,2
0133,Violence1,
0133,Violence2,10
0511,Property_crime,25
0511,Sexua_harassment,
0511,Violence2,2
0123,Property_crime,82
0123,Sexua_harassment,1
0123,Violence1,2
0123,Violence2,27
0411,Property_crime,21
0411,Sexua_harassment,3
0411,Violence1,1
0411,Violence2,7
1034,Property_crime,25
1034,Sexua_harassment,
1034,Violence1,
1034,Violence2,9
0512,Property_crime,11
0512,Sexua_harassment,1
0512,Violence2,3
1032,Property_crime,42
1032,Sexua_harassment,4
1032,Violence2,24
0436,Property_crime,3
0436,Violence1,1
0436,Violence2,1
1142,Property_crime,48
1142,Sexua_harassment,4
1142,Violence1,
1142,Violence2,24
0543,Property_crime,63
0543,Sexua_harassment,6
0543,Violence1,22
0543,Violence2,17
1631,Property_crime,56
1631,Sexua_harassment,5
1631,Violence1,
1631,Violence2,30
0432,Property_crime,14
0432,Sexua_harassment,3
0432,Violence1,1
0432,Violence2,19
1623,Property_crime,13
1623,Sexua_harassment,1
1623,Violence2,5
0858,Property_crime,15
0858,Sexua_harassment,1
0858,Violence2,1
1633,Property_crime,57
1633,Sexua_harassment,4
1633,Violence1,
1633,Violence2,24
1353,Property_crime,43
1353,Sexua_harassment,
1353,Violence1,
1353,Violence2,27
1123,Property_crime,31
1123,Sexua_harassment,1
1123,Violence2,4
0846,Property_crime,75
0846,Sexua_harassment,5
0846,Violence1,1
0846,Violence2,20
0932,Property_crime,34
0932,Sexua_harassment,1
0932,Violence1,1
0932,Violence2,15
0521,Property_crime,17
0521,Sexua_harassment,1
0521,Violence1,
0521,Violence2,7
0424,Property_crime,13
0424,Sexua_harassment,1
0424,Violence2,4
0412,Property_crime,11
0412,Sexua_harassment,4
0412,Violence1,
0412,Violence2,8
2312,Property_crime,296
2312,Sexua_harassment,7
2312,Violence1,193
2312,Violence2,144
1016,Property_crime,53
1016,Sexua_harassment,1
1016,Violence1,4
1016,Violence2,14
0921,Property_crime,23
0921,Sexua_harassment,1
0921,Violence1,2
0921,Violence2,11
1143,Property_crime,42
1143,Sexua_harassment,5
1143,Violence2,41
0915,Property_crime,16
0915,Sexua_harassment,1
0915,Violence2,9
1035,Property_crime,28
1035,Sexua_harassment,2
1035,Violence1,2
1035,Violence2,7
1311,Property_crime,31
1311,Sexua_harassment,
1311,Violence2,6
1041,Property_crime,14
1041,Sexua_harassment,2
1041,Violence1,1
1041,Violence2,3
1625,Property_crime,51
1625,Sexua_harassment,4
1625,Violence1,6
1625,Violence2,22
1043,Property_crime,44
1043,Sexua_harassment,1
1043,Violence1,1
1043,Violence2,10
0925,Violence2,3
1644,Property_crime,14
1644,Sexua_harassment,
1644,Violence2,9
0912,Property_crime,25
0912,Sexua_harassment,2
0912,Violence1,1
0912,Violence2,8
0433,Property_crime,30
0433,Sexua_harassment,1
0433,Violence2,8
1312,Property_crime,72
1312,Sexua_harassment,2
1312,Violence1,
1312,Violence2,5
0811,Property_crime,295
0811,Sexua_harassment,16
0811,Violence1,4
0811,Violence2,96
1024,Property_crime,9
1024,Sexua_harassment,2
1024,Violence2,2
0513,Property_crime,17
0513,Sexua_harassment,1
0513,Violence1,1
0513,Violence2,8
0911,Property_crime,8
0911,Sexua_harassment,1
0911,Violence2,4
0861,Property_crime,3
0861,Sexua_harassment,
0861,Violence2,2
1122,Property_crime,36
1122,Sexua_harassment,5
1122,Violence1,
1122,Violence2,9
0913,Property_crime,11
0913,Sexua_harassment,1
0913,Violence2,3
0847,Property_crime,28
0847,Sexua_harassment,2
0847,Violence2,7
0423,Property_crime,14
0423,Sexua_harassment,1
0423,Violence1,1
0423,Violence2,11
0131,Property_crime,13
0131,Violence2,6
2812,Property_crime,21
2812,Sexua_harassment,
2812,Violence1,2
2812,Violence2,7
0112,Property_crime,11
0112,Sexua_harassment,4
0112,Violence2,6
0916,Property_crime,24
0916,Sexua_harassment,1
0916,Violence2,3
1341,Property_crime,42
1341,Sexua_harassment,1
1341,Violence2,11
1023,Property_crime,25
1023,Sexua_harassment,
1023,Violence1,6
1023,Violence2,8
0931,Property_crime,20
0931,Sexua_harassment,1
0931,Violence2,2
1336,Property_crime,17
1336,Sexua_harassment,2
1336,Violence2,11
0831,Property_crime,2
0831,Sexua_harassment,1
0831,Violence2,2
1113,Property_crime,
1113,Violence2,
1113,Violence2,
1113,Violence2,
1111,Property_crime,1
